flight_no;amount;fare_conditions;seat_no;additional_money
PG0476;6000;Economy;17E;false
PG0476;6000;Economy;17F;false
PG0476;6000;Economy;18A;false
PG0476;6000;Economy;18B;false
PG0476;6000;Economy;18C;false
PG0476;6000;Economy;18D;false
PG0476;6000;Economy;18E;false
PG0476;6000;Economy;18F;false
PG0476;6600;Economy;19B;true
PG0476;6600;Economy;19C;true
PG0476;6600;Economy;19D;true
PG0476;6600;Economy;19E;true
PG0476;6600;Economy;20A;true
PG0476;6000;Economy;20B;false
PG0476;6000;Economy;20C;false
PG0476;6000;Economy;20D;false
PG0476;6000;Economy;20E;false
PG0476;6600;Economy;20F;true
PG0476;6000;Economy;21A;false
PG0476;6000;Economy;21B;false
PG0476;6000;Economy;21C;false
PG0476;6000;Economy;21D;false
PG0476;6000;Economy;21E;false
PG0476;6000;Economy;21F;false
PG0476;6000;Economy;22A;false
PG0476;6000;Economy;22B;false
PG0476;6000;Economy;22C;false
PG0476;6000;Economy;22D;false
PG0476;6000;Economy;22E;false
PG0476;6000;Economy;22F;false
PG0476;6000;Economy;23A;false
PG0476;6000;Economy;23B;false
PG0476;6000;Economy;23C;false
PG0476;6000;Economy;23D;false
PG0476;6000;Economy;23E;false
PG0476;6000;Economy;23F;false
PG0476;6000;Economy;24A;false
PG0476;6000;Economy;24B;false
PG0476;6000;Economy;24C;false
PG0476;6000;Economy;24D;false
PG0476;6000;Economy;24E;false
PG0476;6000;Economy;24F;false
PG0476;6000;Economy;25A;false
PG0476;6000;Economy;25B;false
PG0476;6000;Economy;25C;false
PG0476;6000;Economy;25D;false
PG0476;6000;Economy;25E;false
PG0476;6000;Economy;25F;false
PG0476;6000;Economy;26A;false
PG0476;6000;Economy;26B;false
PG0476;6000;Economy;26C;false
PG0476;6000;Economy;26D;false
PG0476;6000;Economy;26E;false
PG0476;6000;Economy;26F;false
PG0476;6000;Economy;27A;false
PG0476;6000;Economy;27B;false
PG0476;6000;Economy;27C;false
PG0476;6000;Economy;27D;false
PG0476;6000;Economy;27E;false
PG0476;6000;Economy;27F;false
PG0476;6000;Economy;28A;false
PG0476;6000;Economy;28B;false
PG0476;6000;Economy;28C;false
PG0476;6000;Economy;28D;false
PG0476;6000;Economy;28E;false
PG0476;6000;Economy;28F;false
PG0476;6000;Economy;29A;false
PG0476;6000;Economy;29B;false
PG0476;6000;Economy;29C;false
PG0476;6000;Economy;29D;false
PG0476;6000;Economy;29E;false
PG0476;6000;Economy;29F;false
PG0476;6000;Economy;30A;false
PG0476;6000;Economy;30B;false
PG0476;6000;Economy;30C;false
PG0476;6000;Economy;30D;false
PG0476;6000;Economy;30E;false
PG0476;6000;Economy;30F;false
PG0476;6000;Economy;31A;false
PG0476;6000;Economy;31B;false
PG0476;6000;Economy;31C;false
PG0476;6000;Economy;31D;false
PG0476;6000;Economy;31E;false
PG0476;6000;Economy;31F;false
PG0476;6600;Economy;8A;true
PG0476;6600;Economy;8B;true
PG0476;6600;Economy;8C;true
PG0476;6600;Economy;8D;true
PG0476;6600;Economy;8E;true
PG0476;6600;Economy;8F;true
PG0476;6000;Economy;9A;false
PG0476;6000;Economy;9B;false
PG0476;6000;Economy;9C;false
PG0476;6000;Economy;9D;false
PG0476;6000;Economy;9E;false
PG0476;6000;Economy;9F;false
PG0478;14800;Economy;18A;false
PG0478;14800;Economy;18B;false
PG0478;14800;Economy;18C;false
PG0478;14800;Economy;18D;false
PG0478;14800;Economy;19A;false
PG0478;14800;Economy;19B;false
PG0478;14800;Economy;19C;false
PG0478;14800;Economy;19D;false
PG0478;16200;Economy;1A;true
PG0478;16200;Economy;1B;true
PG0478;16200;Economy;1C;true
PG0478;16200;Economy;1D;true
PG0478;14800;Economy;20A;false
PG0478;14800;Economy;20B;false
PG0478;14800;Economy;20C;false
PG0478;14800;Economy;20D;false
PG0478;14800;Economy;21A;false
PG0478;14800;Economy;21B;false
PG0478;14800;Economy;21C;false
PG0478;14800;Economy;21D;false
PG0478;14800;Economy;22A;false
PG0478;14800;Economy;22B;false
PG0478;14800;Economy;22C;false
PG0478;14800;Economy;22D;false
PG0478;14800;Economy;23A;false
PG0478;14800;Economy;23B;false
PG0478;14800;Economy;2A;false
PG0478;14800;Economy;2B;false
PG0478;14800;Economy;2C;false
PG0478;14800;Economy;2D;false
PG0478;14800;Economy;3A;false
PG0478;14800;Economy;3B;false
PG0478;14800;Economy;3C;false
PG0478;14800;Economy;3D;false
PG0478;14800;Economy;4A;false
PG0478;14800;Economy;4B;false
PG0478;14800;Economy;4C;false
PG0478;14800;Economy;4D;false
PG0478;14800;Economy;5A;false
PG0478;14800;Economy;5B;false
PG0478;14800;Economy;5C;false
PG0478;14800;Economy;5D;false
PG0478;14800;Economy;6A;false
PG0478;14800;Economy;6B;false
PG0478;14800;Economy;6C;false
PG0478;14800;Economy;6D;false
PG0478;14800;Economy;7A;false
PG0478;14800;Economy;7B;false
PG0478;14800;Economy;7C;false
PG0478;14800;Economy;7D;false
PG0479;14800;Economy;18A;false
PG0479;14800;Economy;18B;false
PG0479;14800;Economy;18C;false
PG0479;14800;Economy;18D;false
PG0479;14800;Economy;19A;false
PG0479;14800;Economy;19B;false
PG0479;14800;Economy;19C;false
PG0479;14800;Economy;19D;false
PG0479;16200;Economy;1A;true
PG0479;16200;Economy;1B;true
PG0479;16200;Economy;1C;true
PG0479;16200;Economy;1D;true
PG0479;14800;Economy;20A;false
PG0479;14800;Economy;20B;false
PG0479;14800;Economy;20C;false
PG0479;14800;Economy;20D;false
PG0479;14800;Economy;21A;false
PG0479;14800;Economy;21B;false
PG0479;14800;Economy;21C;false
PG0479;14800;Economy;21D;false
PG0479;14800;Economy;22A;false
PG0479;14800;Economy;22B;false
PG0479;14800;Economy;22C;false
PG0479;14800;Economy;22D;false
PG0479;14800;Economy;23A;false
PG0479;14800;Economy;23B;false
PG0479;14800;Economy;2A;false
PG0479;14800;Economy;2B;false
PG0479;14800;Economy;2C;false
PG0479;14800;Economy;2D;false
PG0479;14800;Economy;3A;false
PG0479;14800;Economy;3B;false
PG0479;14800;Economy;3C;false
PG0479;14800;Economy;3D;false
PG0479;14800;Economy;4A;false
PG0479;14800;Economy;4B;false
PG0479;14800;Economy;4C;false
PG0479;14800;Economy;4D;false
PG0479;14800;Economy;5A;false
PG0479;14800;Economy;5B;false
PG0479;14800;Economy;5C;false
PG0479;14800;Economy;5D;false
PG0479;14800;Economy;6A;false
PG0479;14800;Economy;6B;false
PG0479;14800;Economy;6C;false
PG0479;14800;Economy;6D;false
PG0479;14800;Economy;7A;false
PG0479;14800;Economy;7B;false
PG0479;14800;Economy;7C;false
PG0479;14800;Economy;7D;false
PG0480;18900;Business;1A;false
PG0480;18900;Business;1C;false
PG0480;18900;Business;1D;false
PG0480;18900;Business;1F;false
PG0480;18900;Business;2A;false
PG0480;18900;Business;2C;false
PG0480;18900;Business;2D;false
PG0480;18900;Business;2F;false
PG0480;18900;Business;3A;false
PG0480;18900;Business;3C;false
PG0480;18900;Business;3D;false
PG0480;18900;Business;3F;false
PG0480;6300;Economy;10A;false
PG0480;6300;Economy;10C;false
PG0480;6300;Economy;10D;false
PG0480;6300;Economy;10E;false
PG0480;6300;Economy;10F;false
PG0480;6300;Economy;11A;false
PG0480;6300;Economy;11C;false
PG0480;6300;Economy;11D;false
PG0480;6300;Economy;11E;false
PG0480;6300;Economy;11F;false
PG0480;6300;Economy;12A;false
PG0480;6300;Economy;12C;false
PG0480;6300;Economy;12D;false
PG0480;6300;Economy;12E;false
PG0480;6300;Economy;12F;false
PG0480;6300;Economy;13A;false
PG0480;6300;Economy;13C;false
PG0480;6300;Economy;13D;false
PG0480;6300;Economy;13E;false
PG0480;6300;Economy;13F;false
PG0480;6300;Economy;14A;false
PG0480;6300;Economy;14C;false
PG0480;6300;Economy;14D;false
PG0480;6300;Economy;14E;false
PG0480;6300;Economy;14F;false
PG0480;6300;Economy;15A;false
PG0480;6300;Economy;15C;false
PG0480;6300;Economy;15D;false
PG0480;6300;Economy;15E;false
PG0480;6300;Economy;15F;false
PG0480;6300;Economy;16A;false
PG0480;6300;Economy;16C;false
PG0480;6300;Economy;16D;false
PG0480;6300;Economy;16E;false
PG0480;6300;Economy;16F;false
PG0480;6300;Economy;17A;false
PG0480;6300;Economy;17C;false
PG0480;6300;Economy;17D;false
PG0480;6300;Economy;17E;false
PG0480;6300;Economy;17F;false
PG0480;6300;Economy;18A;false
PG0480;6300;Economy;18C;false
PG0480;6300;Economy;18D;false
PG0480;6300;Economy;18E;false
PG0480;6300;Economy;18F;false
PG0480;6300;Economy;19A;false
PG0480;6300;Economy;19C;false
PG0480;6300;Economy;19D;false
PG0480;6300;Economy;19E;false
PG0480;6300;Economy;19F;false
PG0480;6300;Economy;20A;false
PG0480;6300;Economy;20C;false
PG0480;6300;Economy;20D;false
PG0480;6300;Economy;20E;false
PG0480;6300;Economy;20F;false
PG0480;6300;Economy;4A;false
PG0480;6300;Economy;4C;false
PG0480;6300;Economy;4D;false
PG0480;6300;Economy;4E;false
PG0480;6300;Economy;4F;false
PG0480;6300;Economy;5A;false
PG0480;6300;Economy;5C;false
PG0480;6300;Economy;5D;false
PG0480;6300;Economy;5E;false
PG0480;6300;Economy;5F;false
PG0480;6900;Economy;6A;true
PG0480;6900;Economy;6C;true
PG0480;6900;Economy;6D;true
PG0480;6900;Economy;6E;true
PG0480;6900;Economy;6F;true
PG0480;6300;Economy;7A;false
PG0480;6300;Economy;7C;false
PG0480;6300;Economy;7D;false
PG0480;6300;Economy;7E;false
PG0480;6300;Economy;7F;false
PG0480;6300;Economy;8A;false
PG0480;6300;Economy;8C;false
PG0480;6300;Economy;8D;false
PG0480;6300;Economy;8E;false
PG0480;6300;Economy;8F;false
PG0480;6300;Economy;9A;false
PG0480;6300;Economy;9C;false
PG0480;6300;Economy;9D;false
PG0480;6300;Economy;9E;false
PG0480;6300;Economy;9F;false
PG0481;18900;Business;1A;false
PG0481;18900;Business;1C;false
PG0481;18900;Business;1D;false
PG0481;18900;Business;1F;false
PG0481;18900;Business;2A;false
PG0481;18900;Business;2C;false
PG0481;18900;Business;2D;false
PG0481;18900;Business;2F;false
PG0481;18900;Business;3A;false
PG0481;18900;Business;3C;false
PG0481;18900;Business;3D;false
PG0481;18900;Business;3F;false
PG0481;6300;Economy;10A;false
PG0481;6300;Economy;10C;false
PG0481;6300;Economy;10D;false
PG0481;6300;Economy;10E;false
PG0481;6300;Economy;10F;false
PG0481;6300;Economy;11A;false
PG0481;6300;Economy;11C;false
PG0481;6300;Economy;11D;false
PG0481;6300;Economy;11E;false
PG0481;6300;Economy;11F;false
PG0481;6300;Economy;12A;false
PG0481;6300;Economy;12C;false
PG0481;6300;Economy;12D;false
PG0481;6300;Economy;12E;false
PG0481;6300;Economy;12F;false
PG0481;6300;Economy;13A;false
PG0481;6300;Economy;13C;false
PG0481;6300;Economy;13D;false
PG0481;6300;Economy;13E;false
PG0481;6300;Economy;13F;false
PG0481;6300;Economy;14A;false
PG0481;6300;Economy;14C;false
PG0481;6300;Economy;14D;false
PG0481;6300;Economy;14E;false
PG0481;6300;Economy;14F;false
PG0481;6300;Economy;15A;false
PG0481;6300;Economy;15C;false
PG0481;6300;Economy;15D;false
PG0481;6300;Economy;15E;false
PG0481;6300;Economy;15F;false
PG0481;6300;Economy;16A;false
PG0481;6300;Economy;16C;false
PG0481;6300;Economy;16D;false
PG0481;6300;Economy;16E;false
PG0481;6300;Economy;16F;false
PG0481;6300;Economy;17A;false
PG0481;6300;Economy;17C;false
PG0481;6300;Economy;17D;false
PG0481;6300;Economy;17E;false
PG0481;6300;Economy;17F;false
PG0481;6300;Economy;18A;false
PG0481;6300;Economy;18C;false
PG0481;6300;Economy;18D;false
PG0481;6300;Economy;18E;false
PG0481;6300;Economy;18F;false
PG0481;6300;Economy;19A;false
PG0481;6300;Economy;19C;false
PG0481;6300;Economy;19D;false
PG0481;6300;Economy;19E;false
PG0481;6300;Economy;19F;false
PG0481;6300;Economy;20A;false
PG0481;6300;Economy;20C;false
PG0481;6300;Economy;20D;false
PG0481;6300;Economy;20E;false
PG0481;6300;Economy;20F;false
PG0481;6300;Economy;4A;false
PG0481;6300;Economy;4C;false
PG0481;6300;Economy;4D;false
PG0481;6300;Economy;4E;false
PG0481;6300;Economy;4F;false
PG0481;6300;Economy;5A;false
PG0481;6300;Economy;5C;false
PG0481;6300;Economy;5D;false
PG0481;6300;Economy;5E;false
PG0481;6300;Economy;5F;false
PG0481;6900;Economy;6A;true
PG0481;6900;Economy;6C;true
PG0481;6900;Economy;6D;true
PG0481;6900;Economy;6E;true
PG0481;6900;Economy;6F;true
PG0481;6300;Economy;7A;false
PG0481;6300;Economy;7C;false
PG0481;6300;Economy;7D;false
PG0481;6300;Economy;7E;false
PG0481;6300;Economy;7F;false
PG0481;6300;Economy;8A;false
PG0481;6300;Economy;8C;false
PG0481;6300;Economy;8D;false
PG0481;6300;Economy;8E;false
PG0481;6300;Economy;8F;false
PG0481;6300;Economy;9A;false
PG0481;6300;Economy;9C;false
PG0481;6300;Economy;9D;false
PG0481;6300;Economy;9E;false
PG0481;6300;Economy;9F;false
PG0482;89600;Business;1A;false
PG0482;89600;Business;1C;false
PG0482;89600;Business;1D;false
PG0482;89600;Business;1F;false
PG0482;89600;Business;2A;false
PG0482;89600;Business;2C;false
PG0482;89600;Business;2D;false
PG0482;89600;Business;2F;false
PG0482;89600;Business;3A;false
PG0482;89600;Business;3C;false
PG0482;89600;Business;3D;false
PG0482;89600;Business;3F;false
PG0482;29900;Economy;10A;false
PG0482;29900;Economy;10C;false
PG0482;29900;Economy;10D;false
PG0482;29900;Economy;10E;false
PG0482;29900;Economy;10F;false
PG0482;29900;Economy;11A;false
PG0482;29900;Economy;11C;false
PG0482;29900;Economy;11D;false
PG0482;29900;Economy;11E;false
PG0482;29900;Economy;11F;false
PG0482;29900;Economy;12A;false
PG0482;29900;Economy;12C;false
PG0482;29900;Economy;12D;false
PG0482;29900;Economy;12E;false
PG0482;29900;Economy;12F;false
PG0482;29900;Economy;13A;false
PG0482;29900;Economy;13C;false
PG0482;29900;Economy;13D;false
PG0482;29900;Economy;13E;false
PG0482;29900;Economy;13F;false
PG0482;29900;Economy;14A;false
PG0482;29900;Economy;14C;false
PG0482;29900;Economy;14D;false
PG0482;29900;Economy;14E;false
PG0482;29900;Economy;14F;false
PG0482;29900;Economy;15A;false
PG0482;29900;Economy;15C;false
PG0482;29900;Economy;15D;false
PG0482;29900;Economy;15E;false
PG0482;29900;Economy;15F;false
PG0482;29900;Economy;16A;false
PG0482;29900;Economy;16C;false
PG0482;29900;Economy;16D;false
PG0482;29900;Economy;16E;false
PG0482;29900;Economy;16F;false
PG0482;29900;Economy;17A;false
PG0482;29900;Economy;17C;false
PG0482;29900;Economy;17D;false
PG0482;29900;Economy;17E;false
PG0482;29900;Economy;17F;false
PG0482;29900;Economy;18A;false
PG0482;29900;Economy;18C;false
PG0482;29900;Economy;18D;false
PG0482;29900;Economy;18E;false
PG0482;29900;Economy;18F;false
PG0482;29900;Economy;19A;false
PG0482;29900;Economy;19C;false
PG0482;29900;Economy;19D;false
PG0482;29900;Economy;19E;false
PG0482;29900;Economy;19F;false
PG0482;29900;Economy;20A;false
PG0482;29900;Economy;20C;false
PG0482;29900;Economy;20D;false
PG0482;29900;Economy;20E;false
PG0482;29900;Economy;20F;false
PG0482;29900;Economy;4A;false
PG0482;29900;Economy;4C;false
PG0482;29900;Economy;4D;false
PG0482;29900;Economy;4E;false
PG0482;29900;Economy;4F;false
PG0482;29900;Economy;5A;false
PG0482;29900;Economy;5C;false
PG0482;29900;Economy;5D;false
PG0482;29900;Economy;5E;false
PG0482;29900;Economy;5F;false
PG0482;32800;Economy;6A;true
PG0482;32800;Economy;6C;true
PG0482;32800;Economy;6D;true
PG0482;32800;Economy;6E;true
PG0482;32800;Economy;6F;true
PG0482;29900;Economy;7A;false
PG0482;29900;Economy;7C;false
PG0482;29900;Economy;7D;false
PG0482;29900;Economy;7E;false
PG0482;29900;Economy;7F;false
PG0482;29900;Economy;8A;false
PG0482;29900;Economy;8C;false
PG0482;29900;Economy;8D;false
PG0482;29900;Economy;8E;false
PG0482;29900;Economy;8F;false
PG0482;29900;Economy;9A;false
PG0482;29900;Economy;9C;false
PG0482;29900;Economy;9D;false
PG0482;29900;Economy;9E;false
PG0482;29900;Economy;9F;false
PG0483;89600;Business;1A;false
PG0483;89600;Business;1C;false
PG0483;89600;Business;1D;false
PG0483;89600;Business;1F;false
PG0483;89600;Business;2A;false
PG0483;89600;Business;2C;false
PG0483;89600;Business;2D;false
PG0483;89600;Business;2F;false
PG0483;89600;Business;3A;false
PG0483;89600;Business;3C;false
PG0483;89600;Business;3D;false
PG0483;89600;Business;3F;false
PG0483;29900;Economy;10A;false
PG0483;29900;Economy;10C;false
PG0483;29900;Economy;10D;false
PG0483;29900;Economy;10E;false
PG0483;29900;Economy;10F;false
PG0483;29900;Economy;11A;false
PG0483;29900;Economy;11C;false
PG0483;29900;Economy;11D;false
PG0483;29900;Economy;11E;false
PG0483;29900;Economy;11F;false
PG0483;29900;Economy;12A;false
PG0483;29900;Economy;12C;false
PG0483;29900;Economy;12D;false
PG0483;29900;Economy;12E;false
PG0483;29900;Economy;12F;false
PG0483;29900;Economy;13A;false
PG0483;29900;Economy;13C;false
PG0483;29900;Economy;13D;false
PG0483;29900;Economy;13E;false
PG0483;29900;Economy;13F;false
PG0483;29900;Economy;14A;false
PG0483;29900;Economy;14C;false
PG0483;29900;Economy;14D;false
PG0483;29900;Economy;14E;false
PG0483;29900;Economy;14F;false
PG0483;29900;Economy;15A;false
PG0483;29900;Economy;15C;false
PG0483;29900;Economy;15D;false
PG0483;29900;Economy;15E;false
PG0483;29900;Economy;15F;false
PG0483;29900;Economy;16A;false
PG0483;29900;Economy;16C;false
PG0483;29900;Economy;16D;false
PG0483;29900;Economy;16E;false
PG0483;29900;Economy;16F;false
PG0483;29900;Economy;17A;false
PG0483;29900;Economy;17C;false
PG0483;29900;Economy;17D;false
PG0483;29900;Economy;17E;false
PG0483;29900;Economy;17F;false
PG0483;29900;Economy;18A;false
PG0483;29900;Economy;18C;false
PG0483;29900;Economy;18D;false
PG0483;29900;Economy;18E;false
PG0483;29900;Economy;18F;false
PG0483;29900;Economy;19A;false
PG0483;29900;Economy;19C;false
PG0483;29900;Economy;19D;false
PG0483;29900;Economy;19E;false
PG0483;29900;Economy;19F;false
PG0483;29900;Economy;20A;false
PG0483;29900;Economy;20C;false
PG0483;29900;Economy;20D;false
PG0483;29900;Economy;20E;false
PG0483;29900;Economy;20F;false
PG0483;29900;Economy;4A;false
PG0483;29900;Economy;4C;false
PG0483;29900;Economy;4D;false
PG0483;29900;Economy;4E;false
PG0483;29900;Economy;4F;false
PG0483;29900;Economy;5A;false
PG0483;29900;Economy;5C;false
PG0483;29900;Economy;5D;false
PG0483;29900;Economy;5E;false
PG0483;29900;Economy;5F;false
PG0483;32800;Economy;6A;true
PG0483;32800;Economy;6C;true
PG0483;32800;Economy;6D;true
PG0483;32800;Economy;6E;true
PG0483;32800;Economy;6F;true
PG0483;29900;Economy;7A;false
PG0483;29900;Economy;7C;false
PG0483;29900;Economy;7D;false
PG0483;29900;Economy;7E;false
PG0483;29900;Economy;7F;false
PG0483;29900;Economy;8A;false
PG0483;29900;Economy;8C;false
PG0483;29900;Economy;8D;false
PG0483;29900;Economy;8E;false
PG0483;29900;Economy;8F;false
PG0483;29900;Economy;9A;false
PG0483;29900;Economy;9C;false
PG0483;29900;Economy;9D;false
PG0483;29900;Economy;9E;false
PG0483;29900;Economy;9F;false
PG0485;12700;Business;1A;false
PG0485;12700;Business;1C;false
PG0485;12700;Business;1D;false
PG0485;12700;Business;1F;false
PG0485;12700;Business;2A;false
PG0485;12700;Business;2C;false
PG0485;12700;Business;2D;false
PG0485;12700;Business;2F;false
PG0485;12700;Business;3A;false
PG0485;12700;Business;3C;false
PG0485;12700;Business;3D;false
PG0485;12700;Business;3F;false
PG0485;4200;Economy;10A;false
PG0485;4200;Economy;10C;false
PG0485;4200;Economy;10D;false
PG0485;4200;Economy;10E;false
PG0485;4200;Economy;10F;false
PG0485;4200;Economy;11A;false
PG0485;4200;Economy;11C;false
PG0485;4200;Economy;11D;false
PG0485;4200;Economy;11E;false
PG0485;4200;Economy;11F;false
PG0485;4200;Economy;12A;false
PG0485;4200;Economy;12C;false
PG0485;4200;Economy;12D;false
PG0485;4200;Economy;12E;false
PG0485;4200;Economy;12F;false
PG0485;4200;Economy;13A;false
PG0485;4200;Economy;13C;false
PG0485;4200;Economy;13D;false
PG0485;4200;Economy;13E;false
PG0485;4200;Economy;13F;false
PG0485;4200;Economy;14A;false
PG0485;4200;Economy;14C;false
PG0485;4200;Economy;14D;false
PG0485;4200;Economy;14E;false
PG0485;4200;Economy;14F;false
PG0485;4200;Economy;15A;false
PG0485;4200;Economy;15C;false
PG0485;4200;Economy;15D;false
PG0485;4200;Economy;15E;false
PG0485;4200;Economy;15F;false
PG0485;4200;Economy;16A;false
PG0485;4200;Economy;16C;false
PG0485;4200;Economy;16D;false
PG0485;4200;Economy;16E;false
PG0485;4200;Economy;16F;false
PG0485;4200;Economy;17A;false
PG0485;4200;Economy;17C;false
PG0485;4200;Economy;17D;false
PG0485;4200;Economy;17E;false
PG0485;4200;Economy;17F;false
PG0485;4200;Economy;18A;false
PG0485;4200;Economy;18C;false
PG0485;4200;Economy;18D;false
PG0485;4200;Economy;18E;false
PG0485;4200;Economy;18F;false
PG0485;4200;Economy;19A;false
PG0485;4200;Economy;19C;false
PG0485;4200;Economy;19D;false
PG0485;4200;Economy;19E;false
PG0485;4200;Economy;19F;false
PG0485;4200;Economy;20A;false
PG0485;4200;Economy;20C;false
PG0485;4200;Economy;20D;false
PG0485;4200;Economy;20E;false
PG0485;4200;Economy;20F;false
PG0485;4200;Economy;4A;false
PG0485;4200;Economy;4C;false
PG0485;4200;Economy;4D;false
PG0485;4200;Economy;4E;false
PG0485;4200;Economy;4F;false
PG0485;4200;Economy;5A;false
PG0485;4200;Economy;5C;false
PG0485;4200;Economy;5D;false
PG0485;4200;Economy;5E;false
PG0485;4200;Economy;5F;false
PG0485;4700;Economy;6A;true
PG0485;4700;Economy;6C;true
PG0485;4700;Economy;6D;true
PG0485;4700;Economy;6E;true
PG0485;4700;Economy;6F;true
PG0485;4200;Economy;7A;false
PG0485;4200;Economy;7C;false
PG0485;4200;Economy;7D;false
PG0485;4200;Economy;7E;false
PG0485;4200;Economy;7F;false
PG0485;4200;Economy;8A;false
PG0485;4200;Economy;8C;false
PG0485;4200;Economy;8D;false
PG0485;4200;Economy;8E;false
PG0485;4200;Economy;8F;false
PG0485;4200;Economy;9A;false
PG0485;4200;Economy;9C;false
PG0485;4200;Economy;9D;false
PG0485;4200;Economy;9E;false
PG0485;4200;Economy;9F;false
PG0486;12700;Business;1A;false
PG0486;12700;Business;1C;false
PG0486;12700;Business;1D;false
PG0486;12700;Business;1F;false
PG0486;12700;Business;2A;false
PG0486;12700;Business;2C;false
PG0486;12700;Business;2D;false
PG0486;12700;Business;2F;false
PG0486;12700;Business;3A;false
PG0486;12700;Business;3C;false
PG0486;12700;Business;3D;false
PG0486;12700;Business;3F;false
PG0486;4200;Economy;10A;false
PG0486;4200;Economy;10C;false
PG0486;4200;Economy;10D;false
PG0486;4200;Economy;10E;false
PG0486;4200;Economy;10F;false
PG0486;4200;Economy;11A;false
PG0486;4200;Economy;11C;false
PG0486;4200;Economy;11D;false
PG0486;4200;Economy;11E;false
PG0486;4200;Economy;11F;false
PG0486;4200;Economy;12A;false
PG0486;4200;Economy;12C;false
PG0486;4200;Economy;12D;false
PG0486;4200;Economy;12E;false
PG0486;4200;Economy;12F;false
PG0486;4200;Economy;13A;false
PG0486;4200;Economy;13C;false
PG0486;4200;Economy;13D;false
PG0486;4200;Economy;13E;false
PG0486;4200;Economy;13F;false
PG0486;4200;Economy;14A;false
PG0486;4200;Economy;14C;false
PG0486;4200;Economy;14D;false
PG0486;4200;Economy;14E;false
PG0486;4200;Economy;14F;false
PG0486;4200;Economy;15A;false
PG0486;4200;Economy;15C;false
PG0486;4200;Economy;15D;false
PG0486;4200;Economy;15E;false
PG0486;4200;Economy;15F;false
PG0486;4200;Economy;16A;false
PG0486;4200;Economy;16C;false
PG0486;4200;Economy;16D;false
PG0486;4200;Economy;16E;false
PG0486;4200;Economy;16F;false
PG0486;4200;Economy;17A;false
PG0486;4200;Economy;17C;false
PG0486;4200;Economy;17D;false
PG0486;4200;Economy;17E;false
PG0486;4200;Economy;17F;false
PG0486;4200;Economy;18A;false
PG0486;4200;Economy;18C;false
PG0486;4200;Economy;18D;false
PG0486;4200;Economy;18E;false
PG0486;4200;Economy;18F;false
PG0486;4200;Economy;19A;false
PG0486;4200;Economy;19C;false
PG0486;4200;Economy;19D;false
PG0486;4200;Economy;19E;false
PG0486;4200;Economy;19F;false
PG0486;4200;Economy;20A;false
PG0486;4200;Economy;20C;false
PG0486;4200;Economy;20D;false
PG0486;4200;Economy;20E;false
PG0486;4200;Economy;20F;false
PG0486;4200;Economy;4A;false
PG0486;4200;Economy;4C;false
PG0486;4200;Economy;4D;false
PG0486;4200;Economy;4E;false
PG0486;4200;Economy;4F;false
PG0486;4200;Economy;5A;false
PG0486;4200;Economy;5C;false
PG0486;4200;Economy;5D;false
PG0486;4200;Economy;5E;false
PG0486;4200;Economy;5F;false
PG0486;4700;Economy;6A;true
PG0486;4700;Economy;6C;true
PG0486;4700;Economy;6D;true
PG0486;4700;Economy;6E;true
PG0486;4700;Economy;6F;true
PG0486;4200;Economy;7A;false
PG0486;4200;Economy;7C;false
PG0486;4200;Economy;7D;false
PG0486;4200;Economy;7E;false
PG0486;4200;Economy;7F;false
PG0486;4200;Economy;8A;false
PG0486;4200;Economy;8C;false
PG0486;4200;Economy;8D;false
PG0486;4200;Economy;8E;false
PG0486;4200;Economy;8F;false
PG0486;4200;Economy;9A;false
PG0486;4200;Economy;9C;false
PG0486;4200;Economy;9D;false
PG0486;4200;Economy;9E;false
PG0486;4200;Economy;9F;false
PG0488;32600;Business;1A;false
PG0488;32600;Business;1C;false
PG0488;32600;Business;1D;false
PG0488;32600;Business;1F;false
PG0488;32600;Business;2A;false
PG0488;32600;Business;2C;false
PG0488;32600;Business;2D;false
PG0488;32600;Business;2F;false
PG0488;32600;Business;3A;false
PG0488;32600;Business;3C;false
PG0488;32600;Business;3D;false
PG0488;32600;Business;3F;false
PG0488;10900;Economy;10A;false
PG0488;10900;Economy;10C;false
PG0488;10900;Economy;10D;false
PG0488;10900;Economy;10E;false
PG0488;10900;Economy;10F;false
PG0488;10900;Economy;11A;false
PG0488;10900;Economy;11C;false
PG0488;10900;Economy;11D;false
PG0488;10900;Economy;11E;false
PG0488;10900;Economy;11F;false
PG0488;10900;Economy;12A;false
PG0488;10900;Economy;12C;false
PG0488;10900;Economy;12D;false
PG0488;10900;Economy;12E;false
PG0488;10900;Economy;12F;false
PG0488;10900;Economy;13A;false
PG0488;10900;Economy;13C;false
PG0488;10900;Economy;13D;false
PG0488;10900;Economy;13E;false
PG0488;10900;Economy;13F;false
PG0488;10900;Economy;14A;false
PG0488;10900;Economy;14C;false
PG0488;10900;Economy;14D;false
PG0488;10900;Economy;14E;false
PG0488;10900;Economy;14F;false
PG0488;10900;Economy;15A;false
PG0488;10900;Economy;15C;false
PG0488;10900;Economy;15D;false
PG0488;10900;Economy;15E;false
PG0488;10900;Economy;15F;false
PG0488;10900;Economy;16A;false
PG0488;10900;Economy;16C;false
PG0488;10900;Economy;16D;false
PG0488;10900;Economy;16E;false
PG0488;10900;Economy;16F;false
PG0488;10900;Economy;17A;false
PG0488;10900;Economy;17C;false
